5800	0
5801	0
5802	1
5803	0
5804	3
5805	1
5806	0
5807	0
5808	0
5809	1
5810	1
5811	1
5812	0
5813	0
5814	0
5815	0
5816	0
5817	0
5818	0
5819	0
5820	1
5821	0
5822	0
5823	0
5824	0
5825	2
5826	1
5827	1
5828	0
5829	1
5830	0
5831	0
5832	0
5833	0
5834	0
5835	0
5836	0
5837	0
5838	0
5839	2
5840	0
5841	0
5842	0
5843	0
5844	1
5845	0
5846	1
5847	1
5848	2
5849	1
5850	0
5851	0
5852	0
5853	0
5854	0
5855	0
5856	1
5857	1
5858	0
5859	0
5860	1
5861	0
5862	1
5863	0
5864	0
5865	1
5866	1
5867	1
5868	0
5869	0
5870	0
5871	0
5872	0
5873	0
5874	0
5875	0
5876	0
5877	0
5878	0
5879	1
5880	1
5881	1
5882	0
5883	1
5884	0
5885	0
5886	0
5887	0
5888	0
5889	0
5890	1
5891	0
5892	0
5893	0
5894	0
5895	0
5896	0
5897	1
5898	0
5899	2
5900	0
5901	0
5902	0
5903	1
5904	2
5905	0
5906	1
5907	0
5908	0
5909	0
5910	0
5911	0
5912	0
5913	0
5914	0
5915	0
5916	0
5917	0
5918	0
5919	1
5920	1
5921	0
5922	1
5923	0
5924	0
5925	0
5926	1
5927	0
5928	2
5929	1
5930	0
5931	0
5932	0
5933	1
5934	0
5935	0
5936	0
5937	1
5938	0
5939	1
5940	0
5941	0
5942	0
5943	0
5944	0
5945	1
5946	0
5947	0
5948	0
5949	0
5950	0
5951	0
5952	0
5953	0
5954	0
5955	1
5956	1
5957	1
5958	0
5959	0
5960	1
5961	0
5962	2
5963	1
5964	0
5965	0
5966	0
5967	1
5968	0
5969	0
5970	0
5971	0
5972	0
5973	0
5974	0
5975	1
5976	0
5977	0
5978	0
5979	0
5980	0
5981	0
5982	0
5983	0
5984	1
5985	0
5986	0
5987	1
5988	1
5989	0
5990	1
5991	0
5992	2
5993	1
5994	0
5995	1
5996	2
5997	0
5998	0
5999	1
6000	1
6001	2
6002	2
6003	1
6004	0
6005	0
6006	0
6007	0
6008	1
6009	0
6010	1
6011	0
6012	0
6013	0
6014	0
6015	0
6016	0
6017	0
6018	0
6019	1
6020	1
6021	1
6022	0
6023	0
6024	0
6025	0
6026	0
6027	2
6028	0
6029	0
6030	1
6031	0
6032	1
6033	0
6034	1
6035	1
6036	1
6037	1
6038	0
6039	0
6040	0
6041	0
6042	1
6043	0
6044	0
6045	2
6046	0
6047	0
6048	0
6049	0
6050	0
6051	0
6052	2
6053	0
6054	2
6055	1
6056	0
6057	0
6058	1
6059	1
6060	0
6061	1
6062	1
6063	0
6064	1
6065	0
6066	0
6067	0
6068	0
6069	0
6070	1
6071	1
6072	1
6073	0
6074	0
6075	0
6076	0
6077	0
6078	0
6079	2
6080	0
6081	0
6082	2
6083	1
6084	0
6085	0
6086	0
6087	0
6088	2
6089	0
6090	0
6091	0
6092	0
6093	2
6094	2
6095	1
6096	1
6097	1
6098	0
6099	0
6100	0
6101	0
6102	0
6103	2
6104	0
6105	0
6106	1
6107	1
6108	0
6109	1
6110	0
6111	0
6112	2
6113	1
6114	0
6115	2
6116	0
6117	3
6118	1
6119	1
6120	0
6121	2
6122	0
6123	1
6124	0
6125	1
6126	1
6127	0
6128	0
6129	0
6130	0
6131	0
6132	0
6133	1
6134	1
6135	0
6136	0
6137	0
6138	1
6139	0
6140	1
6141	0
6142	1
6143	0
6144	0
6145	1
6146	1
6147	0
6148	0
6149	0
6150	2
6151	0
6152	0
6153	0
6154	0
6155	0
6156	0
6157	3
6158	0
6159	0
6160	0
6161	3
6162	0
6163	1
6164	0
6165	0
6166	0
6167	0
6168	1
6169	0
6170	0
6171	0
6172	0
6173	0
6174	0
6175	0
6176	0
6177	0
6178	1
6179	1
6180	0
6181	1
6182	0
6183	0
6184	0
6185	1
6186	0
6187	2
6188	1
6189	0
6190	1
6191	1
6192	0
6193	1
6194	1
6195	1
6196	1
6197	1
6198	0
6199	0
6200	0
6201	0
6202	2
6203	2
6204	0
6205	3
6206	1
6207	1
6208	0
6209	1
6210	0
6211	0
6212	0
6213	1
6214	0
6215	2
6216	0
6217	0
6218	1
6219	0
6220	0
6221	1
6222	0
6223	0
6224	1
6225	0
6226	0
6227	0
6228	0
6229	0
6230	0
6231	0
6232	0
6233	0
6234	0
6235	1
6236	0
6237	4
6238	0
6239	0
6240	1
6241	1
6242	1
6243	0
6244	0
6245	0
6246	2
6247	1
6248	0
6249	0
6250	0
6251	0
6252	1
6253	0
6254	0
6255	2
6256	2
6257	0
6258	2
6259	0
6260	2
6261	0
6262	1
6263	1
6264	0
6265	1
6266	0
6267	1
6268	1
6269	0
6270	0
6271	2
6272	0
6273	0
6274	0
6275	0
6276	0
6277	0
6278	1
6279	0
6280	1
6281	0
6282	1
6283	1
6284	0
6285	0
6286	0
6287	0
6288	1
6289	0
6290	1
6291	0
6292	0
6293	0
6294	0
6295	0
6296	1
6297	0
6298	1
6299	1
6300	0
6301	1
6302	0
6303	1
6304	0
6305	0
6306	0
6307	0
6308	4
6309	0
6310	3
6311	0
6312	0
6313	0
6314	2
6315	0
6316	0
6317	0
6318	1
6319	0
6320	2
6321	1
6322	1
6323	0
6324	0
6325	1
6326	1
6327	1
6328	0
6329	0
6330	1
6331	0
6332	0
6333	0
6334	1
6335	0
6336	1
6337	0
6338	2
6339	1
6340	0
6341	0
6342	2
6343	0
6344	2
6345	1
6346	1
6347	0
6348	0
6349	1
6350	0
6351	0
6352	0
6353	0
6354	0
6355	0
6356	1
6357	2
6358	2
6359	2
6360	0
6361	1
6362	1
6363	0
6364	0
6365	1
6366	1
6367	0
6368	0
6369	1
6370	0
6371	0
6372	0
6373	3
6374	0
6375	1
6376	0
6377	1
6378	0
6379	0
6380	0
6381	2
6382	0
6383	0
6384	1
6385	0
6386	0
6387	1
6388	1
6389	0
6390	0
6391	2
6392	0
6393	1
6394	1
6395	1
6396	2
6397	0
6398	1
6399	0
6400	0
6401	0
6402	0
6403	0
6404	0
6405	1
6406	0
6407	0
6408	0
6409	0
6410	1
6411	0
6412	0
6413	0
6414	0
6415	0
6416	1
6417	0
6418	0
6419	0
6420	0
6421	1
6422	0
6423	0
6424	1
6425	0
6426	1
6427	1
6428	0
6429	1
6430	2
6431	0
6432	2
6433	0
6434	2
6435	0
6436	2
6437	2
6438	0
6439	1
6440	1
6441	0
6442	0
6443	0
6444	2
6445	1
6446	0
6447	0
6448	0
6449	0
6450	0
6451	0
6452	0
6453	0
6454	0
6455	1
6456	0
6457	0
6458	0
6459	0
6460	2
6461	0
6462	0
6463	0
6464	1
6465	1
6466	0
6467	1
6468	0
6469	1
6470	0
6471	0
6472	0
6473	0
6474	0
6475	0
6476	0
6477	0
6478	0
6479	4
6480	0
6481	0
6482	0
6483	1
6484	0
6485	1
6486	1
6487	0
6488	0
6489	1
6490	0
6491	0
6492	3
6493	2
6494	1
6495	0
6496	1
6497	1
6498	0
6499	1
6500	1
6501	3
6502	0
6503	1
6504	1
6505	1
6506	0
6507	0
6508	0
6509	0
6510	0
6511	1
6512	0
6513	2
6514	0
6515	1
6516	0
6517	0
6518	1
6519	0
6520	0
6521	0
6522	0
6523	0
6524	0
6525	0
6526	1
6527	0
6528	1
6529	1
6530	0
6531	0
6532	0
6533	0
6534	0
6535	2
6536	2
6537	2
6538	0
6539	0
6540	0
6541	0
6542	0
6543	0
6544	0
6545	0
6546	0
6547	1
6548	0
6549	1
6550	0
6551	1
6552	1
6553	0
6554	2
6555	2
6556	0
6557	0
6558	1
6559	0
6560	0
6561	0
6562	1
6563	0
6564	0
6565	1
6566	0
6567	1
6568	1
6569	1
6570	1
6571	0
6572	1
6573	1
6574	0
6575	0
6576	1
6577	0
6578	0
6579	0
6580	1
6581	0
6582	1
6583	1
6584	0
6585	0
6586	0
6587	2
6588	0
6589	0
6590	0
6591	2
6592	0
6593	1
6594	0
6595	0
6596	0
6597	0
6598	1
6599	0
6600	0
6601	0
6602	0
6603	0
6604	0
6605	1
6606	1
6607	1
6608	0
6609	0
6610	0
6611	2
6612	0
6613	0
6614	1
6615	2
6616	0
6617	1
6618	0
6619	0
6620	1
6621	0
6622	1
6623	1
6624	0
6625	0
6626	0
6627	1
6628	0
6629	1
6630	0
6631	1
6632	1
6633	1
6634	0
6635	0
6636	1
6637	0
6638	2
6639	1
6640	0
6641	0
6642	0
6643	1
6644	0
6645	0
6646	1
6647	1
6648	0
6649	0
6650	0
6651	1
6652	1
6653	0
6654	1
6655	2
6656	0
6657	0
6658	1
6659	0
6660	0
6661	0
6662	1
6663	0
6664	0
6665	1
6666	0
6667	0
6668	1
6669	0
6670	2
6671	1
6672	0
6673	0
6674	0
6675	0
6676	1
6677	0
6678	1
6679	0
6680	1
6681	0
6682	0
6683	0
6684	0
6685	1
6686	0
6687	0
6688	0
6689	0
6690	1
6691	0
6692	0
6693	0
6694	0
6695	0
6696	1
6697	0
6698	0
6699	1
6700	0
6701	0
6702	0
6703	0
6704	3
6705	1
6706	0
6707	0
6708	0
6709	0
6710	0
6711	0
6712	0
6713	0
6714	0
6715	0
6716	0
6717	0
6718	0
6719	0
6720	0
6721	0
6722	1
6723	2
6724	0
6725	0
6726	0
6727	1
6728	0
6729	0
6730	0
6731	2
6732	0
6733	0
6734	0
6735	0
6736	1
6737	0
6738	1
6739	0
6740	0
6741	0
6742	2
6743	0
6744	1
6745	1
6746	2
6747	4
6748	0
6749	1
6750	0
6751	0
6752	1
6753	0
6754	2
6755	2
6756	1
6757	0
6758	0
6759	0
6760	1
6761	1
6762	1
6763	0
6764	2
6765	1
6766	0
6767	0
6768	1
6769	0
6770	0
6771	0
6772	1
6773	2
6774	0
6775	2
6776	3
6777	0
6778	0
6779	0
6780	0
6781	0
6782	0
6783	1
6784	0
6785	1
6786	0
6787	0
6788	1
6789	1
6790	2
6791	0
6792	1
6793	0
6794	0
6795	0
6796	2
6797	0
6798	0
6799	1
6800	0
6801	0
6802	0
6803	0
6804	0
6805	0
6806	1
6807	1
6808	1
6809	0
6810	1
6811	1
6812	0
6813	1
6814	0
6815	0
6816	0
6817	0
6818	1
6819	0
6820	0
6821	1
6822	0
6823	0
6824	0
6825	0
6826	0
6827	1
6828	1
6829	0
6830	1
6831	0
6832	0
6833	0
6834	1
6835	0
6836	0
6837	0
6838	0
6839	0
6840	2
6841	1
6842	3
6843	1
6844	0
6845	0
6846	1
6847	0
6848	1
6849	0
6850	0
6851	0
6852	1
6853	1
6854	0
6855	0
6856	2
6857	1
6858	0
6859	2
6860	1
6861	0
6862	0
6863	1
6864	0
6865	1
6866	2
6867	0
6868	0
6869	0
6870	0
6871	0
6872	0
6873	0
6874	1
6875	1
6876	0
6877	1
6878	0
6879	0
6880	1
6881	0
6882	0
6883	0
6884	0
6885	0
6886	2
6887	0
6888	0
6889	1
6890	0
6891	0
6892	0
6893	0
6894	0
6895	2
6896	1
6897	1
6898	0
6899	1
6900	0
6901	0
6902	1
6903	0
6904	0
6905	0
6906	1
6907	0
6908	0
6909	1
6910	1
6911	1
6912	0
6913	2
6914	0
6915	0
6916	0
6917	0
6918	0
6919	1
6920	0
6921	4
6922	1
6923	0
6924	0
6925	0
6926	0
6927	0
6928	1
6929	0
6930	1
6931	0
6932	0
6933	0
6934	0
6935	0
6936	1
6937	0
6938	1
6939	0
6940	0
6941	0
6942	2
6943	0
6944	0
6945	0
6946	2
6947	0
6948	0
6949	1
6950	0
6951	0
6952	1
6953	0
6954	0
6955	0
6956	0
6957	0
6958	1
6959	0
6960	0
6961	1
6962	0
6963	0
6964	0
6965	1
6966	0
6967	0
6968	0
6969	1
6970	0
6971	0
6972	0
6973	0
6974	0
6975	0
6976	1
6977	0
6978	0
6979	0
6980	0
6981	0
6982	0
6983	0
6984	1
6985	0
6986	0
6987	0
6988	1
6989	1
6990	0
6991	0
6992	0
6993	0
6994	0
6995	2
6996	0
6997	0
6998	0
6999	0
7000	0
7001	1
7002	0
7003	0
7004	0
7005	0
7006	0
7007	0
7008	2
7009	0
7010	0
7011	0
7012	0
7013	0
7014	1
7015	1
7016	0
7017	1
7018	0
7019	0
7020	0
7021	0
7022	0
7023	0
7024	2
7025	1
7026	0
7027	0
7028	0
7029	0
7030	0
7031	0
7032	2
7033	0
7034	0
7035	0
7036	0
7037	2
7038	0
7039	0
7040	0
7041	0
7042	0
7043	0
7044	0
7045	1
7046	0
7047	0
7048	0
7049	0
7050	0
7051	0
7052	1
7053	0
7054	1
7055	1
7056	0
7057	0
7058	3
7059	0
7060	1
7061	0
7062	0
7063	0
7064	0
7065	0
7066	1
7067	0
7068	0
7069	0
7070	0
7071	0
7072	1
7073	0
7074	0
7075	0
7076	0
7077	0
7078	1
7079	1
7080	0
7081	0
7082	0
7083	0
7084	0
7085	0
7086	1
7087	0
7088	0
7089	1
7090	1
7091	2
7092	1
7093	0
7094	0
7095	0
7096	0
7097	0
7098	0
7099	0
7100	0
7101	0
7102	0
7103	0
7104	1
7105	0
7106	0
7107	0
7108	0
7109	2
7110	1
7111	1
7112	2
7113	0
7114	1
7115	0
7116	0
7117	0
7118	0
7119	0
7120	0
7121	0
7122	0
7123	0
7124	1
7125	0
7126	0
7127	1
7128	0
7129	0
7130	0
7131	0
7132	1
7133	0
7134	0
7135	0
7136	0
7137	0
7138	0
7139	1
7140	0
7141	0
7142	1
7143	0
7144	0
7145	0
7146	0
7147	0
7148	1
7149	0
7150	0
7151	1
7152	0
7153	0
7154	0
7155	0
7156	0
7157	1
7158	0
7159	0
7160	1
7161	2
7162	0
7163	0
7164	0
7165	0
7166	2
7167	0
7168	0
7169	0
7170	1
7171	0
7172	0
7173	1
7174	1
7175	0
7176	0
7177	0
7178	1
7179	1
7180	0
7181	0
7182	1
7183	0
7184	0
7185	1
7186	1
7187	1
7188	1
7189	0
7190	0
7191	0
7192	0
7193	0
7194	0
7195	1
7196	0
7197	0
7198	1
7199	0
7200	0
7201	0
7202	0
7203	0
7204	0
7205	0
7206	0
7207	0
7208	0
7209	1
7210	0
7211	2
7212	1
7213	0
7214	0
7215	0
7216	0
7217	0
7218	0
7219	0
7220	0
7221	0
7222	0
7223	0
7224	0
7225	0
7226	0
7227	0
7228	0
7229	0
7230	0
7231	0
7232	0
7233	1
7234	0
7235	2
7236	0
7237	1
7238	0
7239	1
7240	0
7241	0
7242	1
7243	1
7244	0
7245	1
7246	0
7247	0
7248	1
7249	0
7250	0
7251	0
7252	0
7253	0
7254	0
7255	1
7256	0
7257	0
7258	0
7259	0
7260	0
7261	0
7262	0
7263	1
7264	0
7265	0
7266	0
7267	0
7268	0
7269	1
7270	0
7271	0
7272	0
7273	0
7274	2
7275	0
7276	0
7277	0
7278	0
7279	0
7280	1
7281	0
7282	0
7283	0
7284	2
7285	0
7286	1
7287	0
7288	1
7289	0
7290	1
7291	0
7292	0
7293	1
7294	0
7295	0
7296	0
7297	0
7298	0
7299	0
7300	0
7301	3
7302	0
7303	1
7304	0
7305	0
7306	0
7307	1
7308	2
7309	0
7310	1
7311	1
7312	0
7313	1
7314	0
7315	0
7316	0
7317	3
7318	0
7319	1
7320	0
7321	1
7322	1
7323	0
7324	1
7325	0
7326	1
7327	2
7328	0
7329	1
7330	0
7331	0
7332	0
7333	1
7334	0
7335	0
7336	0
7337	0
7338	0
7339	1
7340	0
7341	1
7342	0
7343	1
7344	1
7345	0
7346	0
7347	0
7348	0
7349	0
7350	0
7351	0
7352	0
7353	0
7354	1
7355	0
7356	1
7357	0
7358	0
7359	0
7360	0
7361	0
7362	0
7363	1
7364	1
7365	0
7366	0
7367	1
7368	0
7369	2
7370	0
7371	2
7372	0
7373	0
7374	0
7375	0
7376	0
7377	2
7378	0
7379	0
7380	1
7381	0
7382	1
7383	0
7384	0
7385	0
7386	0
7387	0
7388	0
7389	1
7390	2
7391	0
7392	0
7393	1
7394	0
7395	0
7396	0
7397	1
7398	0
7399	0
7400	0
7401	1
7402	1
7403	0
7404	0
7405	0
7406	1
7407	0
7408	0
7409	1
7410	0
7411	1
7412	1
7413	1
7414	1
7415	0
7416	1
7417	0
7418	0
7419	0
7420	0
7421	1
7422	0
7423	0
7424	0
7425	0
7426	0
7427	0
7428	2
7429	0
7430	0
7431	1
7432	0
7433	0
7434	1
7435	2
7436	1
7437	1
7438	0
7439	0
7440	0
7441	1
7442	1
7443	0
7444	0
7445	0
7446	0
7447	0
7448	0
7449	1
7450	1
7451	1
7452	0
7453	0
7454	0
7455	1
7456	1
7457	0
7458	0
7459	1
7460	0
7461	1
7462	1
7463	0
7464	0
7465	0
7466	2
7467	0
7468	0
7469	0
7470	0
7471	0
7472	0
7473	0
7474	0
7475	0
7476	0
7477	0
7478	2
7479	0
7480	0
7481	0
7482	0
7483	0
7484	0
7485	1
7486	0
7487	0
7488	0
7489	1
7490	0
7491	0
7492	0
7493	0
7494	0
7495	0
7496	0
7497	0
7498	0
7499	0
7500	0
7501	0
7502	0
7503	1
7504	0
7505	0
7506	0
7507	1
7508	1
7509	2
7510	2
7511	1
7512	1
7513	0
7514	0
7515	0
7516	1
7517	1
7518	0
7519	0
7520	1
7521	0
7522	0
7523	0
7524	0
7525	2
7526	0
7527	0
7528	0
7529	0
7530	0
7531	0
7532	0
7533	0
7534	0
7535	0
7536	1
7537	1
7538	0
7539	0
7540	0
7541	0
7542	0
7543	1
7544	0
7545	1
7546	0
7547	0
7548	0
7549	4
7550	0
7551	0
7552	0
7553	0
7554	1
7555	0
7556	0
7557	0
7558	0
7559	0
7560	0
7561	0
7562	1
7563	0
7564	0
7565	0
7566	0
7567	1
7568	1
7569	0
7570	1
7571	2
7572	0
7573	0
7574	0
7575	0
7576	0
7577	1
7578	1
7579	0
7580	0
7581	1
7582	1
7583	0
7584	0
7585	0
7586	1
7587	0
7588	0
7589	0
7590	0
7591	1
7592	0
7593	1
7594	0
7595	0
7596	0
7597	0
7598	1
7599	1
7600	0
7601	0
7602	0
7603	0
7604	0
7605	1
7606	0
7607	0
7608	0
7609	0
7610	0
7611	1
7612	1
7613	0
7614	0
7615	0
7616	1
7617	0
7618	0
7619	1
7620	0
7621	0
7622	1
7623	1
7624	1
7625	0
7626	1
7627	0
7628	0
7629	2
7630	0
7631	0
7632	0
7633	0
7634	0
7635	0
7636	0
7637	0
7638	0
7639	0
7640	1
7641	0
7642	0
7643	0
7644	0
7645	1
7646	1
7647	0
7648	0
7649	1
7650	1
7651	0
7652	0
7653	0
7654	0
7655	0
7656	0
7657	0
7658	1
7659	1
7660	0
7661	0
7662	0
7663	1
7664	0
7665	0
7666	1
7667	1
7668	0
7669	0
7670	0
7671	1
7672	2
7673	0
7674	0
7675	1
7676	0
7677	1
7678	0
7679	0
7680	0
7681	0
7682	0
7683	1
7684	0
7685	1
7686	0
7687	0
7688	0
7689	0
7690	0
7691	1
7692	0
7693	0
7694	1
7695	0
7696	1
7697	1
7698	0
7699	0
7700	0
7701	1
7702	0
7703	0
7704	0
7705	0
7706	0
7707	0
7708	0
7709	0
7710	0
7711	0
7712	1
7713	0
7714	0
7715	0
7716	0
7717	0
7718	0
7719	1
7720	0
7721	1
7722	0
7723	0
7724	0
7725	1
7726	0
7727	0
7728	0
7729	1
7730	0
7731	0
7732	0
7733	0
7734	0
7735	1
7736	1
7737	0
7738	0
7739	1
7740	0
7741	1
7742	0
7743	0
7744	1
7745	0
7746	0
7747	1
7748	1
7749	0
7750	2
7751	0
7752	0
7753	0
7754	0
7755	0
7756	0
7757	1
7758	0
7759	1
7760	1
7761	0
7762	0
7763	1
7764	0
7765	0
7766	0
7767	0
7768	0
7769	0
7770	0
7771	0
7772	0
7773	0
7774	0
7775	0
7776	0
7777	0
7778	0
7779	0
7780	0
7781	0
7782	0
7783	0
7784	0
7785	1
7786	1
7787	0
7788	0
7789	0
7790	0
7791	1
7792	0
7793	1
7794	1
7795	0
7796	0
7797	0
7798	1
7799	0
7800	1
7801	0
7802	0
7803	1
7804	0
7805	0
7806	0
7807	0
7808	1
7809	1
7810	1
7811	0
7812	0
7813	0
7814	0
7815	0
7816	0
7817	0
7818	1
7819	0
7820	0
7821	1
7822	0
7823	0
7824	1
7825	2
7826	2
7827	1
7828	0
7829	0
7830	1
7831	2
7832	0
7833	1
7834	0
7835	1
7836	0
7837	1
7838	0
7839	0
7840	0
7841	0
7842	0
7843	0
7844	0
7845	0
7846	0
7847	0
7848	1
7849	0
7850	1
7851	0
7852	0
7853	0
7854	2
7855	1
7856	0
7857	1
7858	0
7859	0
7860	1
7861	0
7862	0
7863	1
7864	0
7865	1
7866	0
7867	0
7868	0
7869	0
7870	0
7871	1
7872	0
7873	0
7874	1
7875	0
7876	2
7877	0
7878	1
7879	1
7880	0
7881	0
7882	1
7883	0
7884	2
7885	0
7886	0
7887	0
7888	1
7889	0
7890	0
7891	0
7892	0
7893	0
7894	0
7895	0
7896	0
7897	0
7898	0
7899	1
7900	0
7901	0
7902	0
7903	0
7904	0
7905	0
7906	0
7907	0
7908	0
7909	0
7910	2
7911	0
7912	0
7913	0
7914	0
7915	0
7916	0
7917	0
7918	1
7919	0
7920	0
7921	0
7922	0
7923	0
7924	0
7925	1
7926	0
7927	1
7928	0
7929	0
7930	1
7931	0
7932	1
7933	1
7934	1
7935	0
7936	0
7937	0
7938	0
7939	0
7940	1
7941	0
7942	0
7943	0
7944	0
7945	0
7946	0
7947	0
7948	0
7949	0
7950	0
7951	0
7952	1
7953	0
7954	0
7955	0
7956	0
7957	0
7958	0
7959	1
7960	1
7961	1
7962	0
7963	0
7964	0
7965	0
7966	1
7967	0
7968	0
7969	0
7970	0
7971	0
7972	0
7973	0
7974	0
7975	1
7976	1
7977	1
7978	0
7979	1
7980	1
7981	0
7982	0
7983	0
7984	0
7985	0
7986	0
7987	0
7988	0
7989	0
7990	0
7991	3
7992	0
7993	0
7994	0
7995	0
7996	0
7997	0
7998	0
7999	0
8000	0
8001	0
8002	1
8003	0
8004	0
8005	0
8006	0
8007	0
8008	0
8009	0
8010	0
8011	0
8012	2
8013	0
8014	0
8015	0
8016	0
8017	0
8018	0
8019	1
8020	0
8021	1
8022	0
8023	1
8024	0
8025	0
8026	0
8027	2
8028	0
8029	0
8030	0
8031	1
8032	1
8033	0
8034	0
8035	2
8036	0
8037	0
8038	0
8039	0
8040	1
8041	1
8042	1
8043	0
8044	0
8045	0
8046	1
8047	0
8048	0
8049	0
8050	1
8051	0
8052	0
8053	0
8054	0
8055	0
8056	1
8057	2
8058	0
8059	0
8060	0
8061	0
8062	1
8063	1
8064	0
8065	1
8066	0
8067	0
8068	0
8069	0
8070	0
8071	0
8072	0
8073	0
8074	0
8075	0
8076	0
8077	0
8078	1
8079	0
8080	0
8081	0
8082	0
8083	0
8084	0
8085	0
8086	0
8087	0
8088	0
8089	0
8090	0
8091	0
8092	0
8093	0
8094	0
8095	0
8096	0
8097	0
8098	0
8099	0
8100	0
8101	0
8102	0
8103	0
8104	0
8105	0
8106	0
8107	0
8108	0
8109	0
8110	0
8111	0
8112	0
8113	0
8114	0
8115	0
8116	0
8117	0
8118	0
8119	0
8120	0
8121	0
8122	0
8123	0
8124	0
8125	0
8126	0
8127	0
8128	0
8129	0
8130	0
8131	0
8132	0
8133	0
8134	0
8135	0
8136	0
8137	0
8138	0
8139	0
8140	0
8141	0
8142	0
8143	0
8144	0
8145	0
8146	0
8147	0
8148	0
8149	0
8150	0
8151	0
8152	0
8153	0
8154	0
8155	0
8156	0
8157	0
8158	0
8159	0
8160	0
8161	0
8162	0
8163	0
8164	0
8165	0
8166	0
8167	0
8168	0
8169	0
8170	0
8171	0
8172	0
8173	0
8174	0
8175	0
8176	0
8177	0
8178	0
8179	0
8180	0
8181	0
8182	0
8183	0
8184	0
8185	0
8186	0
8187	0
8188	0
8189	0
8190	0
8191	0
